"time","bsp","awa","aws","twa","tws","twd","lat","lon","cog","sog","index","opt_v","pol_perc"
2018-07-14 16:15:00,1.10233333333333,55.7,2.28333333333333,82.9616666666667,1.97716666666667,90.8458333333333,43.0887735033333,-82.427459365,15.2333333333333,1.88416666666667,58.45,1.70783485277778,65.3280082248554
2018-07-14 16:30:00,2.69583025830258,101.487084870849,2.509963099631,142.314022140221,3.99383763837638,145.495608856089,43.1004634501845,-82.4245528195572,19.3808118081181,3.18158671586716,378.140221402214,2.52258194587946,107.642322210101
2018-07-14 16:45:00,2.74246653919694,91.9655831739962,3.1623326959847,131.03862332696,4.18703632887189,135.64793499044,43.1141436342256,-82.4163721187381,39.6856596558317,3.23263862332696,1048.47036328872,2.95261529509242,94.9779730200935
2018-07-14 17:00:00,2.05984423676012,110.233644859813,2.46853582554517,138.595015576324,3.71990654205607,146.832367601246,43.1219534330218,-82.4095854417446,40.6461059190031,2.6298753894081,1669.26791277259,2.31149695898235,89.5805015488116
2018-07-14 17:15:00,2.43123348017621,134.561674008811,3.06519823788546,154.5,5.0357268722467,157.373039647577,43.1345158484582,-82.3978377255507,37.9030837004405,2.87303964757709,2119.87224669604,2.79752611674009,87.7262259271236
2018-07-14 17:30:00,1.36313725490196,-129.833333333333,2.63943355119826,-143.551851851852,3.70050108932462,210.516405228758,43.1418448640523,-82.3992869172113,325.707189542484,1.91139433551198,2643.50980392157,2.16211063398693,64.1494913906791
2018-07-14 17:45:00,2.89636212624585,-116.098006644518,3.97674418604651,-141.41926910299,5.85591362126246,220.118704318937,43.1499151332226,-82.4057954506645,341.034053156146,3.33199335548173,3423.59966777409,3.66921931921373,79.9811359043372
2018-07-14 18:00:00,3.21199675324675,-102.094155844156,4.25584415584416,-134.550649350649,5.79475649350649,229.087662337662,43.1627479862013,-82.4167308959416,335.025811688312,3.63831168831169,4304.73701298701,3.98833675622294,81.2074243363452
2018-07-14 18:15:00,1.93460743801653,-100.982438016529,3.82272727272727,-125.879338842975,4.57960743801653,236.689731404959,43.1743256423554,-82.4250459309917,347.748760330579,2.56907024793388,5152.73140495868,3.50199038033747,57.816367786931
2018-07-14 18:30:00,2.86198237885463,-101.991189427313,4.6226872246696,-131.366519823789,6.04900881057269,225.763766519824,43.1860245312775,-82.4297201546256,350.904185022026,3.40702643171806,6137.91189427313,4.26508883296623,67.033372280154
2018-07-14 18:45:00,3.65863547758285,-103.601364522417,5.37641325536062,-136.13918128655,7.51994152046784,214.553996101365,43.1998626697856,-82.4359655688109,350.682456140351,4.15495126705653,6876.39571150097,4.90414306010396,74.8063514516831
2018-07-14 19:00:00,3.56283887468031,-107.124040920716,5.00613810741688,-139.514833759591,7.35104859335038,213.849872122762,43.2176804122762,-82.4429454805627,353.380562659847,4.12452685421995,7752.17391304348,4.62863330903666,76.9905289500712
2018-07-14 19:15:00,3.29916239316239,-100.189743589744,4.53316239316239,-136.372478632479,6.43381196581197,215.773846153846,43.2326127596581,-82.4487241935043,352.141709401709,3.87213675213675,8596.22222222222,4.30020934159544,76.7688572449307
2018-07-14 19:30:00,2.93604316546763,-84.7760791366907,5.58579136690647,-118.599460431655,6.21552158273381,244.40071942446,43.247319375,-82.4525033926259,2.9841726618705,3.57998201438849,9475.5917266187,4.73009053926859,62.9234286621302
2018-07-14 19:45:00,4.99067681895093,-70.7504230118443,9.01235194585448,-106.46345177665,8.86969543147208,251.007275803723,43.2662922209814,-82.4574039025381,357.463620981387,5.47996615905245,10374.2165820643,6.38191711590525,78.1644879300336
2018-07-14 20:00:00,3.76711604095563,-54.5332764505119,7.06296928327645,-91.3078498293515,5.96331058020478,269.261774744027,43.2874513387372,-82.4619991129693,0.564505119453925,4.26153583617747,11263.6501706485,4.84459112343572,79.0874320017696
2018-07-14 20:15:00,1.89658291457286,-41.6859296482412,4.5391959798995,-77.9035175879397,3.36030150753769,282.286432160804,43.3022559236181,-82.4651186417085,0.203015075376884,2.5672864321608,12283.4371859296,2.79367084757119,Inf
2018-07-14 20:30:00,1.45806818181818,-50.3503787878788,3.73731060606061,-86.3232954545455,2.79939393939394,312.820075757576,43.3108791804924,-82.4624431484849,39.1535984848485,2.21212121212121,13084.9299242424,2.41243917487374,Inf
2018-07-14 20:45:00,0.727814685314685,-63.4685314685315,2.73251748251748,-99.2725524475524,2.49524475524476,289.338811188811,43.3168799994755,-82.4582669944056,28.584965034965,1.61617132867133,13940.4877622378,2.18532169609557,33.3430566961199
2018-07-14 21:00:00,1.02838655462185,-66.7168067226891,3.33243697478992,-98.8768067226891,3.09529411764706,257.660672268908,43.3240013826891,-82.4576504416807,356.532773109244,1.8396974789916,14821.956302521,2.77999703669468,36.9747327124199
2018-07-14 21:15:00,2.36963667820069,-69.1980968858131,4.92733564013841,-104.3776816609,4.73861591695502,247.806574394464,43.332484083564,-82.4608086211073,352.19169550173,2.99814878892734,15706.6955017301,4.24666172202999,53.6455112718137
2018-07-14 21:30:00,3.64950738916256,-60.5788177339901,5.72660098522168,-104.570443349754,5.1531855500821,253.767323481117,43.3483584896552,-82.4651929233169,358.343185550082,4.12919540229885,16606.632183908,4.62705107142857,78.9312778611809
2018-07-14 21:45:00,2.82550580431177,-57.5248756218905,5.20232172470978,-97.803648424544,4.43366500829187,259.205472636816,43.3636248519071,-82.4692451494196,357.012106135987,3.39583747927032,17488.2786069652,4.05078400414594,70.0685492003574
